FileName,Date,Post
5114.male.25.indUnk.Scorpio.xml,"03,April,2003","this is incredible.  scientists have discovered a ""colossal"" squid in the antartic, much bigger than the previous biggest giant squid found.  and it's not even fully grown.  deep sea exploration is nearly as fascinating to me as space exploration.  just imagine that there's something like this that no one has ever seen alive.  it's interesting that the article notes the funding for the research is from the discovery channel.  while it's great there's some funding available, just as with space exploration, there should be much more."
5114.male.25.indUnk.Scorpio.xml,"27,May,2003","googling for sites that mention mindjack, other than mindjack.com, suprisingly results in 5,800 links.  i like the description on  urllink this one .  mindjack magazine. one pusle showing the osmotic swelling of digital culture as the norm."
5114.male.25.indUnk.Scorpio.xml,"26,May,2003","new mindjack up today.   urllink     josh examines the online, interconnected groups of people that you turn to for advice on music, art, fashion, books, etc., and the broader implications of these taste tribes.  also, justin hall  urllink reviews panzer dragoon orta  for xbox.  the illustration, btw, is by  urllink matt hinrichs , who will hopefully be doing semi-regular ones for us."
5114.male.25.indUnk.Scorpio.xml,"24,November,2003","i review  urllink soul calibur 2, syberia, and post mortem  in the new mindjack."
5114.male.25.indUnk.Scorpio.xml,"19,November,2003",via  urllink scrubbles.net : a (nearly) complete index of  urllink alfred hitchcock's cameo's .
5114.male.25.indUnk.Scorpio.xml,"12,December,2003","my article,  urllink reunderstanding movies , about how dvds and the internet are changing the way we watch movies, is in the new  urllink mindjack ."
5114.male.25.indUnk.Scorpio.xml,"02,December,2003","i've started a film blog:   urllink melanson.ca/movies .  no promises on how often i'll post to it, but i try to do as many reviews as i can."
5114.male.25.indUnk.Scorpio.xml,"31,January,2004","for your linking pleasure, a new mindjack ad.  more sizes coming soon."
5114.male.25.indUnk.Scorpio.xml,"21,January,2004","i've been blogging more at  urllink mindjack's daily relay  lately and hope to be able to keep it up.  we've got lots of good stuff coming up in mindjack in the next few months, so keep your eye on the blog for further updates."
5114.male.25.indUnk.Scorpio.xml,"21,February,2004",apparently from a sidewalk in austin.
5114.male.25.indUnk.Scorpio.xml,"19,February,2004","derek powazek's comment over in  urllink this entry  at blackbeltjones reminded me of amazon.com's incredibly good  urllink friends & favorites  area.  mr. bezos, if you're reading this, please add this to  urllink amazon.ca .  canadians have friends too."
5114.male.25.indUnk.Scorpio.xml,"18,February,2004","i've been playing around with  urllink flickr  lately, the latest toy from the mad geniuses at  urllink ludicorp . you can find my flickr profile  urllink here .  i've also started a  urllink mindjack group  as a bit of an experiment.  if it works out i may try to integrate it into the site."
5114.male.25.indUnk.Scorpio.xml,"12,March,2004",now in mindjack:  urllink is nothing sacred? digital music for a digital age  by ian dawe. antero alli's  urllink hysteria  reviewed on dvd by jesse walker.
5114.male.25.indUnk.Scorpio.xml,"24,April,2004",urllink     			 				 			 urllink 1250_img0028 			 			originally uploaded by 			 urllink quizmaster2000 .			 		 	      urllink    posted by  urllink  don melanson   from  urllink flickr .    urllink
5114.male.25.indUnk.Scorpio.xml,"19,April,2004","the new issue of mindjack is  urllink now online . in this issue:  urllink linked out: blogging, equality and the future  by melanie mcbride. plus  urllink kill bill vol. 2  reviewed by jesse walker."
5114.male.25.indUnk.Scorpio.xml,"12,April,2004","there's a  urllink new issue  of mindjack now online.  in it, the first article from mindjack's newest contributor j.d. lasica; he writes about copyright law in  urllink ""the killing fields"" .  also, i review dvds of  urllink breathless, russian ark, and z .  spread the word."
5114.male.25.indUnk.Scorpio.xml,"07,April,2004","""an idea is a funny thing.  it does nothing unless you do."""
5114.male.25.indUnk.Scorpio.xml,"06,April,2004","i'm looking for someone to be advertising director for mindjack. must have advertising sales experience and be willing to work on commission.  this is a contract job that can be done from home.  if you're interested, please email:  urllink donald@mindjack.com  (no attachments).   also, we're constantly looking for great new writers.  if you want to write for us, drop an email."
5114.male.25.indUnk.Scorpio.xml,"17,May,2004","i'm pleased to announce that vrml creator and all-around visionary mark pesce has joined mindjack's ever-growing stable of writers.  his first article,   urllink redefining television  , is an insightful examination of the state and future of the medium.  here's a snippet:   in the earliest days of television, writers like george orwell in  1984  and ray bradbury in  fahrenheit 451  projected television as the instrumentality of a totalitarian future - a monolithic entity dispensing propaganda. and, if any of you occasionally watch fox news, you can see they weren't that far off the mark. but here's the thing: the monolithic days of television are numbered. actually, they've already passed - though, as yet, very few people realize this.  to understand why, we need to go back to first principles. what is television? here's a functional definition:   television is the capture, encoding, transmission, reception, decoding and display of moving images.   this definition applies to the golden age of television, and to the present era. yet the definition of every word in the definition of television has changed, because of the introduction of digital production, encoding, transmission, reception, decoding and display technologies."
5114.male.25.indUnk.Scorpio.xml,"10,May,2004",i'm using this blog to play around with  urllink blogger's new features .  it will return to normal shortly.
5114.male.25.indUnk.Scorpio.xml,"28,June,2004","i'm blogging a lot more on my  urllink film blog  than i am here.  if you like movies, check it out.  and, of course, i continue to write and blog at  urllink mindjack ."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink information awareness office: how's this for paranoid?  in iao's total information awareness system the goal is to detect, id, classify and track potential anti-government targets through multi-agency ops. the program is an ongoing research project designed to acquire data through advanced technological applications for surveillance.    urllink"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink report tips informants  mark the informant. in a subtle way, place the mark of the all-seeing eye on their home, vehicle or person..."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink volunteer snoops coming to an isp near you?  congress has been working on legislation to create a militia composed of 'technology experts' who will manage the telecommunications infrastructure in times of national emergency... we have to wonder if the agency about to be created might find ways of exerting pressure on volunteers to 'keep an eye on things'.
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink fema preparing for mass destruction  ...the federal agency charged with disaster preparedness, is engaged in a crash effort to prepare for multiple mass destruction attacks on u.s. cities - including the creation of sprawling temporary cities to handle millions of displaced persons.  ominously, fema has been given a deadline of having the cities ready to go by january 2003  in about six months.   a source familiar with the deadline believes the effort is related to making the u.s. prepared for counterattacks if the u.s. invades iraq sometime next year."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink operation rats  ...a nationwide program giving millions of american bigots, paranoiacs, nosy neighbors, snoops, snobs, and others a formal way to report innocent actions by others that offend them.  ...a national ego-validation system that allows these workers, whose projected self-loathing make them well-positioned to judge the actions of others, to report whatever isn't done the way they would like it to be."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink r.u. sirius unplugged  were just talking. we have this vast information matrix through which we can sort of form these temporary autonomous zones for our mental activities, but i dont see how it is going to extend beyond that. we can get people out to protest or whatever, and that has a certain amount of effect. but in terms of livingry, in terms of people going into a space together and changing the way we live and consume energy -- im not saying that cant happen, im just saying that i cant see how were getting there right now.  via klint finley,  urllink technoccult"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink us planning to recruit americans as citizen spies  the bush administration aims to recruit millions of united states citizens as domestic informants in a program likely to alarm civil liberties groups.  so don't delay, contact your local fbi or fema representative today! be the first on your block to join the  urllink snitch bitches !  and remember,  urllink 'the innocent have nothing to hide' ..."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","two hundred years from now, how will historians assess the early twenty-first century? they won't, because scarcely anything will be left to assess. that's right: welcome, my friends, to  urllink the digital dark age ."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink palestine plans ""giant suicide bomb""  ""just you wait. the israelis won't know what's hit them. we'll lure them all in here - you know promise them a big party or something. then the entire palestinian population will detonate themselves in a single ginormous explosion. this will guarantee the immediate destruction of israel and creation of a palestinian homeland - although there won't be anyone left to live in it... the plan is an absolute doozy. we can't fail.""  via  urllink everlasting blort"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink earth 'will expire by 2050'  a study by the world wildlife fund, warns that the human race is plundering the planet at a pace that outstrips its capacity to support life.   in a damning condemnation of western society's high consumption levels, it adds that the extra planets (the equivalent size of earth) will be required by the year 2050 as existing resources are exhausted."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink vatican sitting on time machine?  the machine in question is called a ""chronovisor"" and was built in the 1950s by a benedictine monk named father pellegrino ernetti.  ernetti reportedly used the ""way back machine"" to film christ's crucifixion for vatican officials."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink temple treatment for psychiatric illness  a six-week stay at a hindu temple in tamil nadu can produce the same improvement in people with severe psychiatric disorders as a month-long course of standard drugs, say researchers in india."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink strangers in a strange world  ...what propositions that you take seriously might actually have the same epistemological character as ickes notion that the world is secretly run by shape-shifting twelve foot long extraterrestrial lizards? none? i doubt it. we human beings are actually riddled with superstitions, biases, unexamined prejudices, and flights of fancy. its just that we are rarely aware of how absurd they would look if subjected to rigorous, rational scrutiny."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink the hollow earth  there is really no north or south pole. ...there are really wide openings to the hollow interior of the earth.  flying saucers come from the hollow interior of the earth through these polar openings.  there is a large population inhabiting the inner concave surface of the earth's crust, composing a civilization far in advance of our own... flying saucers are only one of their many achievements.  the existence of a polar opening and land beyond the poles... is probably a top international secret."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink reptilian sexual offenders database  not all of these are victims of cia-reptilian emotional-mental-sexual abuse, however enough of them are to warrant the existence of a database which will specifically target those reptilian child molestors which masquerade as human beings."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","the ""it was a mistake"" fashion trend...  you've got your matching  urllink shorts and cap .  now you need new  urllink sports shoes  to complete your ensemble.  via  urllink nwd  and  urllink aberrant news"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink poll shows free speech support down  republican respondents also were more likely than democrats or independents to see the news media as too aggressive in seeking war information from government officials.  oh theres a big fucking surprise.  via  urllink slashdot
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink interview with the assassin  i smell another blair witch project.  via  urllink the presurfer
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink die puny humans   via  urllink technoccult
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink mutafukaz  nazis, nasa, moon men, radioactive rats, mutants, spooks, and guns, guns, guns!  via  urllink opticalpoptitude"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink how to cook an alien   aliens come here uninvited.  they ate elvis.  they mutilate our cattle, and probe abductees by shoving probes in their rectum and performing other unspeakable acts upon unsuspecting victims.  they are plentiful, more plentiful than the strained seas and land resources, and they seem to be coming in increasing numbers (if you beleive what some people are saying).  they are kosher meat.  they taste good if prepared well.  according to some,they mess around with the space shuttle, when astronauts launch sattelites.  their meat is safer than british beef.  via  urllink juul"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink i suspected as much .  via  urllink daily rotten
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink beverly hillbillies to become reality tv show
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink nazis in shangri-la  they make such good villains. smart, resourceful, dedicated, disciplined  an adversary that'll challenge our hero... and with the convenient fatal flaw of being fucking nuts."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",does the wall street journal really want to go on record as calling for the bombing of the new york times?   urllink good question .
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink scientists find schizophrenia clue  swedish scientists have found a tiny, mysterious particle in the spinal marrow fluid which may be a new form of life and which could help explain the cause of schizophrenia.   urllink my voices tell me that there might be something to it ...  via  urllink daily vexation"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink the time travel fund[tm]  we establish a fund in current time. you make a small contribution to the fund, and in a few hundred years that small amount grows to a very large amount. from that fund, moneys will be taken and used to retrieve you, perhaps seconds after you join, perhaps even moments before your recorded death, perhaps some other point in your lifetime."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink we're living in a matrix ... possibly  a swedish philosopher at yale university believes there is a one-in-four chance that we are living inside a computer...  via  urllink shift
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink out of their minds  i'm sorry dave... the ai dream--and the resulting business opportunities--are likely to remain more in the realm of science fiction than science fact.
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink i am a right bastard . i freely admit it. i mean, it's not as if i'm going to succeed on content alone."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink a collection of end-of-world scenario's  some people collect postal stamps, i collect end-of-world scenario's.  via  urllink a wolf who sends flowers"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink moon seen as nuclear waste repository  as the debate rages over using the yucca mountain as a burial ground for thousands of tons of radioactive material, a better site for unwanted nuclear waste holds its mute vigil in the skies above the nevada desert: the moon.   urllink i think i have seen this show before..."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink turn yourself in and get it over with  you have to understand: we can't be too careful about these things because we really, seriously, need to get our own way here. uncritical, whole-hearted acceptance of authority, and support for our every little overt and covert aim, is not that much to ask.  via  urllink surfing the apocalypse"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink electric force field protects tanks  in tests an armoured personnel carrier survived repeated rocket attacks from grenades that would normally have destroyed it.
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink how to raise the dead  these same principles will work on how to heal the sick, how to cast out demons, and how to cleanse the lepers. these are the four things that jesus specifically sent his disciples out to do...  alas, no tips on my personal favorite, beating the shit out of money changers.  via  urllink the presurfer"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink if we lost it all  at this moment in history, new york is the kernel of western civilization, and the nihilists who despise our culture, as unholy as they are, inch daily toward the means of unleashing biblical fury. our city deserves bold acts to preserve it. maybe leidner's map is the start of something."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink unity... resolve... uh, freedom  the american people can sleep soundly, knowing that the most popular president in u.s. history is watching everything they do and listening in on all their electronic communications, like a big brother. please report any unpatriotic citizens you hear criticizing the president.  via  urllink everlasting blort"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink denver international's top secret underground society  ...there seems to be a lot of weird rumors and conspiracies attached to its 53 square miles above ground facility and its top secret 88.5 square mile, eight level underground high-security fortification.  ... urllink the murals are pretty damn freaky for an airport ."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink it's the end of the world as we know it...again  yes, even the world, itself will one day stop spinning on its familiar axis and its property value on the open market will plummet.  the question is, when?.  via  urllink memepool"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","i was just watching  urllink max headroom . reggie the old punk says, ""remember we used to talk about there being  no future ? well.  this is it .""  too true."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink geek genes may cause autism  a high incidence of autism in silicon valley could be due to the 'computer geek' genes of its workers.  the theory is that 'computer geek' men are more likely to meet partners who also carry autistic genes.  via  urllink the daily grail
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink flashbacks | hiroshima and nagasaki  the bombings of hiroshima and nagasaki, unquestionably shortened the war and halted a tide of japanese militarism that had been rising for years. even now, many continue to wonder, was it necessary?  via  urllink dumbmonkey"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink professor x  the shulgins can come across like a psychedelic version of the osbournes  an ambling, eccentric paterfamilias, a kid who's caught up in the family business, and a savvier, more aggressive wife who protects them from the outside world.  shulgin has some establishment leanings. he belongs to the elite, all-male  urllink bohemian club  (dick cheney and george shultz are members)...  heh heh, here dick, put this on your tongue..."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink sleuths invade military pcs with ease  we were shocked and almost scared by how easy it was to get in... it's like coming across the pentagon and seeing a door open with no one guarding it.
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink russians charge fbi agent with hacking  if the russian hackers are sentenced on the basis of information obtained by the americans through hacking, that will imply the future ability of u.s. secret services to use illegal methods in the collection of information in russia and other countries..."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink the likelihood of extraterrestrial democracy  if paranoid, berserk, or thoroughly selfish societies last long enough to make contact with other civilizations, their foreign policies would put them out of business."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink iran: proposal debated for solving prostitution  the plan would create so-called ""chastity houses"" for destitute women where men could marry them for a few hours under islamic law. proponents say the plan would ""eradicate social corruption"" by legitimizing the sexual relations between the men and women.  via  urllink the daily grail"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink kiss your privacy goodbye  give us your email address and we'll sell it on to 2000 spam merchants before you can say ""privacy policy"". look forward to a mailbox filled with penis enlargers, porn passwords, pleas to launder millions of pounds through your bank account and more viruses than you ever knew existed.  via  urllink samizdata.net"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink atomic plans returned to japan  they show how far japan got in trying to build nuclear weapons of its own before the united states dropped atomic bombs on hiroshima and nagasaki...  via  urllink the memory hole
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink homeland insecurity  ""pornography!"" he exclaimed. if the rise of the internet has shown anything, it is that huge numbers of middle-class, middle-management types like to look at dirty pictures on computer screens. a good way to steal the corporate or government secrets these middle managers are privy to, would be to set up a pornographic web site."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink men arrested for watching porn film in car
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink liberty in our lifetime!  we will repeal state taxes and wasteful state government programs. we will end the collaboration between state and federal law enforcement officials in enforcing unconstitutional laws. we will repeal laws outlawing drugs and guns. we will end asset forfeiture and abuses of eminent domain. we will privatize utilities and end inefficient regulations and monopolies. then we will negotiate directly with the federal government for more autonomy.  provided of course, that the feds don't send in the atf to burn us all alive in our state house...  via  urllink disinformation"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink radioactive material missing in midwest  federal agents and teams of nuclear specialists are searching the midwest for a mysterious shipment of radioactive material that was trucked across the canadian border into michigan in may, government officials say."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink free pills for people living near reactors  pennsylvania officials outlined yesterday how they will distribute free potassium iodide pills to one million people who live or work near nuclear power plants to protect them from thyroid cancer in the event that radiation is released.
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink 'roachman' doomsday attack  i'm going to destroy this world. i'm going to terrorize everybody in the world by unleashing my cockroaches...  via  urllink nwd
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink virus behind insanity  ...an unknown infectious agent, and possibly other biological factors, such as ""changes in diet and exposure to toxins."" growing population and urbanization allowed the infectious agent -- a virus or parasite -- to spread more rapidly in the densely populated cities...  via  urllink aberrant news"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink new fuel cell car unveiled  to the beat of a sci-fi dance track, the vehicle burst from behind a curtain of artificial fog and lasers, performed a series of tight turning and acceleration maneuvers, ascended the display ramp, and then promptly exploded in a massive fireball of hellish yellow flames."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink secret situation   via  urllink the presurfer
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink another pretzel, your fraudulence?   via  urllink dumbmonkey"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","new words for 2002 - essential additions for the workplace vocabulary  blamestorming: sitting around in a group, discussing why a deadline was missed or a project failed, and who was responsible.  seagull manager: a manager who flies in, makes a lot of noise, craps on everything, and then leaves.  assmosis: the process by which some people seem to absorb success and advancement by kissing up to the boss rather than working hard.  salmon day: the experience of spending an entire day swimming up stream only to get screwed and die in the end.  cube farm: an office filled with cubicles.  prairie dogging: when someone yells or drops something loudly in a cube farm, and people's heads pop up over the walls to see what's going on.  mouse potato: the on-line, wired generation's answer to the couch potato.  sitcoms: single income, two children, oppressive mortgage. what yuppies turn into when they have children and one of them stops working to stay home with the kids.  stress puppy: a person who seems to thrive on being stressed out and whiney.  swipeout: an atm or credit card that has been rendered useless because the magnetic strip is worn away from extensive use.  xerox subsidy: euphemism for swiping free photocopies from one's workplace.  irritainment: entertainment and media spectacles that are annoying but you find yourself unable to stop watching them. the o.j. trials were a prime example.  percussive maintenance: the fine art of whacking the crap out of an electronic device to get it to work again.  adminisphere: the rarefied organizational layers beginning just above the rank and file. decisions that fall from the adminisphere are often profoundly inappropriate or irrelevant to the problems they were designed to solve.  404: someone who's clueless. from the world wide web error message ""404 not found,"" meaning that the requested document could not be located.  generica: features of the american landscape that are exactly the same no matter where one is, such as fast food joints, strip malls, subdivisions.  ohnosecond: that minuscule fraction of time in which you realize that you've just made a big mistake.  woofys: well off older folks.  crop dusting: surreptitiously farting while passing thru a cube farm, then enjoying the sounds of dismay and disgust; leads to prairie dogging"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink hiroshima day: one hell of a big bang  one last thing, when you hear people say, ""let's nuke 'em,"" ""let's nuke these people,"" what do you think?   oh, i wouldn't hesitate if i had the choice. i'd wipe 'em out. you're gonna kill innocent people at the same time, but we've never fought a damn war anywhere in the world where they didn't kill innocent people. if the newspapers would just cut out the shit: ""you've killed so many civilians."" that's their tough luck for being there."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","15 things to do at wal-mart while your spouse/shopping partner/significant other is taking his/her sweet time:   1) get 24 boxes of condoms & randomly put them in peoples carts when they aren't looking.   2)set all the alarm clocks in housewares to go off at 5 minute intervals.   3) make a trail of tomato juice on the floor to the rest rooms.   4) walk up to an employee and tell him/her in an official tone, 'code 3 in housewares', ... and see what happens.   5) go to the service desk and ask to put a bag of m&m's on lay away.   6) move a 'caution - wet floor' sign to a carpeted area.   7) set up a tent in the camping department and tell other shoppers you'll only invite ! them in if they bring pillows from the bedding department.   8) when a clerk asks if they can help you, begin to cry and ask 'why can't you people just leave me alone?'   9) look right into the security camera and use it as a mirror while you pick your nose.   10) while handling guns in the hunting department ask the clerk if he knows where the anti-depressants are.   11) dart around the store suspiciously while loudly humming the theme from 'mission impossible'.   12) in the auto department practice your madonna look using different size funnels.   13) hide in the clothing racks and when people browse through say 'pick me!! pick me!!!!'   14) when an announcement comes over the loud speaker assume the fetal position and scream ""no! no! it's those voices again'.   ....and last but not least,   15)go into a fitting room and yell real loudly... 'hey! we're out of toilet paper in here!'"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink ""the hunt for zero point""  the u.s. government confiscated secret nazi anti-gravity technology at the end of world war ii, and later may have tested it in aircraft that account for the rash of post-war ufo sightings. some of that technology has probably made its way into the b2 stealth bomber. some of it is probably so dangerous that it's buried away in secret government vaults."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink bohemian grove: a lodge gone black  the presence of so many powerful men meeting in secret has led some critics to speculate that something more is going on here...  some claim that important public-policy decisions are being made in secret.  others point to the gatherings bizarre opening ceremony, in which a mock human sacrifice occurs, as evidence of occult activity.  still others say that the two-week sojourn provides cover for the rich and powerful to change back into their original form, a shape-shifting reptilian species that came from another planet thousands of years ago.  my money is on the reptiles...  via  urllink surfing the apocalypse"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink now put down that book and back away slowly, citizen.  without the right to receive information and ideas, the protection of speech under the united states and colorado constitutions would be meaningless. it makes no difference that one can voice whatever view one wishes to express if others are not free to listen to these thoughts. the converse also holds true. everyone must be permitted to discover and consider the full range of expression and ideas available in our 'marketplace of ideas.'"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink investigation casts light on the mysterious flying black triangle
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink romanticizing the de-evolution of the state  anarchist devolutionists don't only ignore most of the historical and evolutionary evidence, they fail to explain how we could get there from this far away, without killing off the several hundred million people who really want to go shopping at the mall.  article by  urllink nwd"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink friendly fire deaths & pilots on speed  ""...it seems that the pilot was being inexplicably aggressive. it goes beyond fatigue or lack of experience or [being a] cowboy or trigger happy or any of the standard prosaic explanations. the simplest explanation is that the guy had eaten too much speed and was paranoid.""  via  urllink american samizdat"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink operation re-information  operation re-information is opening up new ways of thinking about control to undermine technological, corporate, educational, and consumer solutions while conceptualizing tomorrow for the mindless masses."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink cold war hysteria sparked ufo obsession  british researchers, who uncovered thousands of previously secret government and military reports and investigated dozens of sightings, have concluded that flying saucers were a product of cold war paranoia - not visitors from outer space."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink ufo politics  for one reason or the other, many people feel that the issue of ufos and et life is somewhat of a joke. in your opinion, why is this the case?  while the number of people worldwide who takes this issue seriously grows every day, there are many who do not. the reason for this is simple: a government orchestrated management of the issue since the 1940s. propaganda, misinformation, disinformation, covert actions, subversion, disruption and misdirection were used to embargo the core truth during the cold war. it was the view (perhaps correctly so) of the united states government that introduction of the extraterrestrial reality during this period of nuclear deterrence - mutual assured destruction (mad) - was too risky.  the cold war is over. its time to move on."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink reptilian queens, ufos, a cancer cure  this is a spiritual war as well as a physical one. the humans stored in cryo-stasis will have their souls (life essence) extracted and dissipated. the reptilians are led by a queen back on the moonbase. i know this sounds like sci-fi, but i was told the sci-fi stuff was created so in case this story ever gets out, no one will believe it. (via  urllink new world disorder )"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink the 13th warrior: abridged script                       antonio           shit! these guys speak another            language.               (to writers)           what am i gonna do?                      writers           uh, give us a minute.   they huddle.                      vikings               (in norse)           blah blah blah blah blah blah blah            arab guy sure is stupid! ha! we can            make fun of him and he doesn't get it!                      antonio           hey! stop that! i understand you            perfectly.  (via  urllink daily vexation )"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink a declaration of war against the world  the entire document boils down to a four-word threat to the world: ""play ball, or else."" (via  urllink american samizdat )"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink pelted by paint, downed by debris  weaponization of space would make the debris problem much worse, and even one war in space could encase the entire planet in a shell of whizzing debris that would thereafter make space near the earth highly hazardous for peaceful as well as military purposes. (via  urllink abuddhas memes )"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","fight the horde, sing and cry,  urllink valhalla, i am coming ...  (via  urllink aberrant news )"
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","internet explorer view source this is just a note cast adrift on the great search engine sea, a message to those like myself, whose windows me system restore has cratered some useful functions in internet explorer, such as view source on the right-click menu. after a system restore to repair some other troubles, i found that when i used the view source command would not function, wouldn't do anything for that matter. so i searched for a fix...  search = internet explorer windows me notepad view source won't work registry ...and variations on that theme.  microsoft support, you may as well ask your cat what the hell is wrong with your computer. they recommend that you clear your temporary internet files to fix the trouble. if that works for you, whoop-de-fucking-do. other search results will get you message boards filled with users asking the same question, but they never get an answer that has anything to do with the price of tea in china.  here is the answer... dammit. edit your registry by running regedit, see that the following exists, it probably does not and so you must add it. editing your registry is tricky. so if you screw up your registry, i take no responsibility. you may want to make a backup first.  hkey_local_machine  |- software  |- microsoft  |- internet explorer  |- view source editor  |- editor name       (default) = c:\windows\notepad.exe  thats it. the answer comes by way of  urllink vim online , which is the only free vi type editor for windows that i have ever found, complex, but useful if you need to edit cgi on a windows desktop and don't have a shell account with vi available.  thus endeth my good deed for today."
8173.male.42.indUnk.Capricorn.xml,"02,August,2004",urllink tough earth bug may be from mars  that is the conclusion of russian scientists who say it would take far longer than life has existed here for the bug to evolve that ability in earth's clement conditions. they suggest the harsher environment of mars makes it a more likely birthplace.   urllink water hints at alien life  signs of water have been detected in distant solar systems - fuelling theories that other planets could be teeming with life.
8173.male.42.indUnk.Capricorn.xml,"02,August,2004","urllink shatner's esperanto film to air on sci fi  the sci fi network is taking a bold risk by airing a ""cursed"" film. after its release in france in 1965, the art house film experiment was lost for 30 years. in that span of time, the movie's cast and crew experienced several murders, a suicide and a kidnapping. (via  urllink atom grid )   urllink curse of the ""incubus""  in the obscure '60s art-horror film, william shatner is terrorized by murderous sea creatures. what happened off-screen was worse."
